User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Robert holgate,@415holgate,2020-04-01T23:54:38.000Z,"Absolutely, we learn never to hate, & then trump comes along lying about everything. People are dying & he lies, people honestly need protection & don't have it (accusing front line medical professionals of stealing)& he lies, he was warned & knew about the virus 
 & he lies.Absolutely, we learn never to hate, & then trump comes along lying about everything. People are dying & he lies, people honestly need protection & don't have it (accusing front line medical professionals of stealing)& he lies, he was warned & knew about the virus 
 & he lies.",1,1,4
Richard Andrew Pera,@pera_richard,2020-04-01T23:57:13.000Z,"@lgparry with a NOT April Fool's piece today.

""According to HHS, these drugs will be údistributed and prescribed by doctors to hospitalized teen and adult patients with COVID-19, as appropriate, when a clinical trial is not available.ù

https://twitter.com/lgparry/status/1245201259931500544?s=20¶@lgparry with a NOT April Fool's piece today.

""According to HHS, these drugs will be údistributed and prescribed by doctors to hospitalized teen and adult patients with COVID-19, as appropriate, when a clinical trial is not available.ù

https://twitter.com/lgparry/status/1245201259931500544?s=20¶",3,5,14
"Rachel Meislin, MD",@racheljulie,2020-03-31T22:21:41.000Z,I'm a physician at a hospital in NYC and THIS IS THE úPPEù I WAS JUST HANDED for my shift. Our federal government has completely failed its health care workers. #GetUsPPEAndrew Cuomo,6.3K,77.8K,181.2K
GeeGee,@GeeGeeAkili,2020-04-01T23:58:37.000Z,"@realdonaldtrump
 has failed you. The inaction of Trump's fed govt is appalling.",1,2,4
ClemsonTigerFan,@silvergogal,2020-04-01T23:56:27.000Z,"I earned every follower I have. Never imported a one.
What's up Doc? Oh yea...Trump in the polls! 
@silvergogalI earned every follower I have. Never imported a one.
What's up Doc? Oh yea...Trump in the polls! 
@silvergogal",,1,4
BLUE DEM FOREVER,@PattiUSBLUE,2020-04-01T23:55:26.000Z,"Those seniors in The Villages will be keeling over right and left before Memorial Day.
I suppose that the greedy young Republicans will see that as a plus for new real estate opening up.",,,5
TheValuesVoter,@TheValuesVoter,2020-04-01T23:56:52.000Z,Every day I understand a little bit more clearly how this guy was able to bankrupt a casino.,,2,16
LadyRed,@sexxyred1,2020-04-01T23:12:35.000Z,but will you? your state tends to want to kill itself. (hugs) I lived there for 3 excruciating years!but will you? your state tends to want to kill itself. (hugs) I lived there for 3 excruciating years!,2,,5
Val,@evasmom6988,2020-04-01T23:59:47.000Z,"Welp... I am blue in a red state
 I will vote correct, and support everyone of their opponents",,,7
Chileman,@TNMouth,2020-04-01T23:59:57.000Z,"I'm super stoked that I can buy a car for cheap. Who needs those tests, masks and ventilators anyway...right 
@realDonaldTrump
?",1,3,7
Isaac Beckley,@isaac_beckley,2020-04-01T23:54:21.000Z,".
@JoeBiden
 or .
@BernieSanders
 
or even, 
@realDonaldTrumpThe following media includes potentially sensitive content. Change settings
View",2,13,5
Cameran,@cambissett1,2020-04-01T23:56:03.000Z,Did you just tweet twin with FLOTUSDid you just tweet twin with FLOTUS,,,1
xanadu,@XanaduNow12,2020-04-01T23:54:35.000Z,"Literally lamest comeback EVER when the minimum lives lost, if everything goes perfectly from here on out, will be 100k American lives.Literally lamest comeback EVER when the minimum lives lost, if everything goes perfectly from here on out, will be 100k American lives.",2,,
PartyofOne,@ADmomof3,2020-04-01T23:59:22.000Z,"Why?  

Don't tell me you give af about lives lost. While China and all those politicians Obama inc sold out America and hundreds of thousands died of Chinese opioids. Sit tf down.",1,1,4
Stephanie Marsilia,@smarsilia,2020-04-01T23:58:05.000Z,".
@realDonaldTrump
 announces the price of a gallon of #gasoline is going down to 99 cents. Not so great for oil companies but pretty fab for consumers. #PressBriefing",1,2,3
David Padilla the indomitable fearless warrior,@d_ast777,2020-04-01T23:55:40.000Z,Thx Dawn!Thx Dawn!,1,,9
Porter Anderson,@Porter_Anderson,2020-04-01T23:57:25.000Z,"Media: ""The 
@prioritiesUSA
 PAC ad ""Exponential Threat"" is now updated. When ""the 
@realDonaldTrump
 campaign suggested that TV stations airing the ad could lose their licenses ... that backfired, causing the ad to go viral."" 
@simondumenco
 @adage
 https://bit.ly/3dMPqHJ",,,2
Mark Schultz,@wordrefiner,2020-04-01T23:53:37.000Z,Thanks for the mention.Thanks for the mention.,,,8
P√©,@4everNeverTrump,2020-05-01T23:47:42.000Z,"You scared?

You seem scared.

You should be scared.You scared?

You seem scared.

You should be scared.",14,34,666
Kim Simons,@Kimmeebabe,2020-05-01T23:54:39.000Z,He should be.,3,1,77
Jenifer,@jenifer__5,2020-05-01T23:59:47.000Z,Don't allow Trump to win. #voteblueDon't allow Trump to win. #voteblue,,1,11
mike p,@mikepasquale24,2020-05-01T23:56:02.000Z,The governor of MI needs to risign. As well as Pritzker. They are both uselessThe governor of MI needs to risign. As well as Pritzker. They are both useless,,,
Kimberley Strassel,@KimStrassel,2020-05-01T02:15:11.000Z,"The FBI knew Michael Flynn wasn't colluding with Russia, so it plotted to get him to lie.' New documents reveal that, by the end, the Bureau just wanted a scalp, writes 
@KimStrassel
 https://wsj.com/articles/the-fbis-flynn-outrage-11588288438¶ via 
@WSJOpinion | The FBI's Flynn Outrage
New documents shock the conscience and demonstrate the need for accountability.
wsj.com",4.4K,11.2K,30.9K
Dr. Dawn Michael,@SexCounseling,2020-05-01T23:59:08.000Z,"What happened to General Flynn can happen to anyone of us in the United States, if do not make an example of the people involved!",73,173,743
Lou Dobbs,@LouDobbs,2020-04-27T21:43:00.000Z,"Stunning Silence: 
@KimStrassel
 says when it comes to sexual assault allegations against Joe Biden, it's as if the úMe Tooù movement disappeared overnight. #AmericaFirst #MAGA #Dobbs6:54
766.1K views",5.6K,7.5K,22K
Admiral H.O. Heels,@TDen2020,2020-05-01T23:58:30.000Z,"65k dead Americans and rising. Its as if the COVID pandemic disappeared overnight #GOPBetrayedAmerica #GOPLies Don't let them change the narrative. 
@POTUS
 is #unfit. Don't be distracted. #FoxNewsLiesAndPeopleStillDieUp - Dug the Talking Dog - ""Squirrel !""
This is my favourite bit, just when he says ""Squirrel"" ! and the face expression.I don't own the clip.Pixar have all the rights.
youtube.com",3,4,13
opposablethumbs,@snarky_op,2020-05-01T23:58:43.000Z,"""Citing conditions that amount to 'cruel and unusual punishment,' a Miami federal judge ordered...release [of] hundreds of detainees held at 3 South Florida detention centers.""

Federal judge orders ICE to release detainees from #Florida detention centers
https://npr.org/sections/coronavirus-live-updates/2020/05/01/848681749/federal-judge-orders-ice-to-release-detainees-at-3-florida-facilities¶?""Citing conditions that amount to 'cruel and unusual punishment,' a Miami federal judge ordered...release [of] hundreds of detainees held at 3 South Florida detention centers.""

Federal judge orders ICE to release detainees from #Florida detention centers
https://npr.org/sections/coronavirus-live-updates/2020/05/01/848681749/federal-judge-orders-ice-to-release-detainees-at-3-florida-facilities¶?",,2,2
Oh4Fk'sSake,@ThornInUrSide_,2020-05-01T23:56:09.000Z,"The wannabe king 
@realDonaldTrump
 playing his obstruction card again. He is lawless. He must be stopped. 

#DrFauciMustTestifyQuote Tweet
Scott Dworkin
@funder
 ∑ May 1, 2020
BREAKING: The White House just blocked Dr. Fauci from testifying in front of Congress next week. Because they want to cover up how catastrophic Trump's coronavirus response was, leading us to over a million sick and 65,600+ dead. This is pathetic obstruction. We demand answers.",,5,6
Charles. D.,@chuckdm17,2020-05-01T23:47:21.000Z,No. Biden is a China asset. Vote Trump to stop ChineseificationNo. Biden is a China asset. Vote Trump to stop Chineseification,182,16,134
S,@fortesquieu,2020-05-01T23:56:16.000Z,Trump votersGIF,1,1,39
SDiego Keano,@Keanoboom,2020-05-01T23:55:16.000Z,"Illegal protesting? 

How is that level BRAIN functioning sustain you ability to BREATH?Illegal protesting? 

How is that level BRAIN functioning sustain you ability to BREATH?",,,6
Jenifer,@jenifer__5,2020-05-01T23:58:27.000Z,"Let's ask Ivana about her rape accusations made against you? Or maybe the then 13 year old girl who accused you of rape. Or the 25 other women who have accused you of sexual assault.

Why haven't you provide your dna to the rape case against you? 

Why are you silent? 

#MeTooLet's ask Ivana about her rape accusations made against you? Or maybe the then 13 year old girl who accused you of rape. Or the 25 other women who have accused you of sexual assault.

Why haven't you provide your dna to the rape case against you? 

Why are you silent? 

#MeToo",,2,4
Ricky Seibert,@ricky_seibert,2020-05-01T23:58:02.000Z,"You're delusional! You believe conspiracy theories over facts! I guess when facts aren't on your side you distract. No wonder you like Trump! Everything Trump touches dies, just look at his businesses, the record will speak for itself.You're delusional! You believe conspiracy theories over facts! I guess when facts aren't on your side you distract. No wonder you like Trump! Everything Trump touches dies, just look at his businesses, the record will speak for itself.",,1,30
Cosmic Engineer,@EngineerCosmic,2020-05-01T23:58:22.000Z,Interesting that he said 182 countries...I thought he has been saying 184 countries in other speaking opportunities. I could be wrong though.Interesting that he said 182 countries...I thought he has been saying 184 countries in other speaking opportunities. I could be wrong though.,1,,4
Detroit News: Nation,@dn_nation_world,2020-05-01T20:02:00.000Z,"The president said he found sexual assault allegations against Joe Biden úconvincingù and speculated that the presumptive Democratic presidential nominee may face even more accusations.Trump says Biden may face more accusers, calls Reade convincing
úLook, you got to go through it and he'll probably have others come out,ù Trump said in an interview Friday on a supporter's podcast
detroitnews.com",1K,439,195
Old Salt,@saltyconchy,2020-05-01T23:54:16.000Z,"As usual, 
@realDonaldTrump
 is projecting. Where's that DNA sample #EJeanCarrol requested Cheetolini 
The projection is your guilty tell #PussyGrabber #SheWas13 #IBelieveBiden #IBelieveJoe #BelieveButVerify #TrustButVerify #idontbelievetara #TaraReadeisafraud #IdiotInChief ",1,4,11
Evelyn Keiling,@HempMamaEvelyn,2020-05-01T23:59:34.000Z,Tyranny!!!!!Tyranny!!!!!,,,18
TJ007 GenX SE,@us_poll,2020-05-01T23:55:05.000Z,They change the dictionary to fit their So called New lunacy although it's part of a horrid past Most aren't dumb enough Or brainwashed to venture into! So what they perceive as NEW is Old as dirty dirt!They change the dictionary to fit their So called New lunacy although it's part of a horrid past Most aren't dumb enough Or brainwashed to venture into! So what they perceive as NEW is Old as dirty dirt!,1,,
TJ007 GenX SE,@us_poll,2020-05-01T23:58:45.000Z,"Morals isn't their strong suit what they have left....I've yet to spot it cause most is Fake or deceptive "".Oh we must help these lawbreakers"" while bashing and stealing from others ""We are special"" ...Right especially bad for everyone else around you just trying to survive too!",1,,1
joshua fisher,@fishahhh,2020-05-01T23:56:32.000Z,"I'm glad you can read. Voting by mail is voting by mail. It doesn't matter. Absentee or not, it's done by mail. 

But go on, tell me why someone shouldn't be able to vote by mail. 

(Hint: there is no reason)I'm glad you can read. Voting by mail is voting by mail. It doesn't matter. Absentee or not, it's done by mail. 

But go on, tell me why someone shouldn't be able to vote by mail. 

(Hint: there is no reason)",,,15
The Fish in a Barrel,@dafishinabarrel,2020-05-01T23:56:30.000Z,"""there is no evidence that the millions of missing ballots were used fraudulently..""

(Quote from the article Mollie 
@mzhemingway
 has linked.)""there is no evidence that the millions of missing ballots were used fraudulently..""

(Quote from the article Mollie 
@mzhemingway
 has linked.)",1,,2
My Name Is Earl,@Darth_Shelbert,2020-05-01T23:57:25.000Z,"He's just like Animal House:

They can't do that to our pledges.

Only we can do that to our pledges.He's just like Animal House:

They can't do that to our pledges.

Only we can do that to our pledges.",,,2
Shannon vaccinated and wears a mask!,@richones1,2020-05-01T23:55:23.000Z,"Just yours, amiright?Just yours, amiright?",2,1,25
TRevere,@95Revere,2020-05-01T23:56:49.000Z,They hate the Governor MORE!!They hate the Governor MORE!!,1,,
Cathy Good get,@cathy_goodge,2020-05-01T23:59:52.000Z,The day after Xi had dinner at Mar a lago Ivanka got 13 trademarks from China. So who's a Chineseification?The day after Xi had dinner at Mar a lago Ivanka got 13 trademarks from China. So who's a Chineseification?,1,,3
starlightbright,@catherineschwo3,2020-05-01T23:59:35.000Z,Republicans did not care about Donald Trump's 27+ accusers or his grab them by the pussy video so why all of a sudden are the Republicans caring about Joe Biden's ONE accuser?Republicans did not care about Donald Trump's 27+ accusers or his grab them by the pussy video so why all of a sudden are the Republicans caring about Joe Biden's ONE accuser?,1,2,5
"GunLovinTrumpGirl
HappyTrumpYear
's",@Lmchristi1,2020-05-01T23:58:22.000Z,"Welp, yes.....but.....
Republicans hold no one accountable for anything.
No one!",,1,2
SKTRTH,@sktrth,2020-05-01T23:58:30.000Z,"If #MeToo
 only targets conservatives, then it is a political movement. It should be a movement for all victims regardless of political affiliation.If #MeToo
 only targets conservatives, then it is a political movement. It should be a movement for all victims regardless of political affiliation.",1,1,2
Kenneth Robert Marlo,@KRobertMarlo,2020-05-01T23:57:23.000Z,"Who are these people? What outlet do they represent? Where's the van for further ID?

This could be a picture of two people trying to create the exact meme you're spreading.

This is meaningless without the full story. If you're gonna úgotchaú tHe MeDiA, follow the fuck through.Who are these people? What outlet do they represent? Where's the van for further ID?

This could be a picture of two people trying to create the exact meme you're spreading.

This is meaningless without the full story. If you're gonna úgotchaú tHe MeDiA, follow the fuck through.",1,,20
Ronna McDaniel,@GOPChairwoman,2020-05-01T22:18:02.000Z,".
@realDonaldTrump
 has his highest Gallup approval rating ever!
 
The American people know he is working hard for them and see that his administration is doing everything in its power to defeat coronavirus.Gallup: Trump surges to approval high, best ever OK from independents
President Trump's roller coaster approval ratings are back to their all-time high, this time thanks to the record support of independents, a group he needs to win reelection but has struggled with.
washingtonexaminer.com",2.3K,2.5K,7.5K
Duke Selden,@DukeSelden,2020-05-01T23:56:48.000Z,"Gee, that's funny, I was watching CNN and they said úinside sourcesù had confirmed that literally everyone hates Trump, including his own wife and children. And Santa Claus. Yep. CNN's source talked to an elf with knowledge of the situation. úSources said.ù",6,18,93
jess,@gibsonsg50,2020-05-01T23:52:27.000Z,Yes I agree this is a big mistake for team TrumpYes I agree this is a big mistake for team Trump,1,1,4
Darius's Dad,@dad_darius,2020-05-01T23:57:09.000Z,Isn't it though! It amazes me that they continue to remain so clueless about just how angry the citizens of this country are right now!,1,,3
"Thomas Levenson, Z·πìiarchos",@TomLevenson,2020-05-01T23:56:26.000Z,"This thread is clear, authoritative, and more than depressing.
@realDonaldTrump
, enabled by every #GOP yes-human, and those, like @senatemajldr who are perfectly happy to trade American bodies for judges, is still and daily failing in the face of the pandemic.

#TrumpVirusQuote Tweet
Jeremy Konyndyk
@JeremyKonyndyk
 ∑ May 1, 2020
Welcome to May. 

As I feared, the federal government wasted April much as it wasted February. 

That is a harsh assessment given how much the country has been suffering. But without competent federal leadership, the best we are managing is to tread water. Some stats:
Show this thread",1,5,6
connie,@mewmewmew13,2020-05-01T23:58:39.000Z,".
@PressSec
 @realDonaldTrump
 a culture of Lies in this WHQuote Tweet
Marshall Cohen
@MarshallCohen
 ∑ Apr 30, 2020
There is a painful amount of false and inaccurate information being spread about Michael Flynn and his criminal case. Many of these false claims are getting amplified by Trump, who tweeted 25+ times about Flynn. Here's my reminder of the basic facts -->  https://cnn.com/2020/04/30/politics/flynn-trump-conspiracy-theories-pardon/index.html¶",1,1,2
Rich Swinton,@RicoSuaveJD,2020-06-01T23:58:56.000Z,"totally different protest, but you do you fam",,,72
Shawn in Az,@ShawnInArizona,2020-06-01T22:58:45.000Z,Did Trump just tear gas and trample peaceful protesters with horses so he could walk across the fucking street??,995,3.5K,14.4K
BarbaraMcKelvey,@BarbaraMcK61,2020-06-01T23:59:44.000Z,"I am disgusted by the use of force used by 
@realDonaldTrump
 all for a photo-op. Then he had the audacity to hold up the Bible. I cannot believe that just happened in the nation's Capitol. #WorstPresidentInHistory",1,5,23
Sen. Marsha Blackburn,@MarshaBlackburn,2020-06-01T23:57:42.000Z,"Security moms thank 
@realDonaldTrump
 for standing against rioters, looters and evil that would destroy our cities.",636,673,2.4K
Denise Wu,@denisewu,2020-06-01T23:59:24.000Z,"Republicans still doesn't want understand why protesters are out. People are sick of injustice, discrimination and corruption up and down government. It's like Republicans coverup Trump's crime similar to police department coverup up #GeorgeFlyod murder",2,12,107
The Artist Formerly Known as Super Duper Dave,@DaveBautista,2020-06-01T23:59:40.000Z,"@realDonaldTrump
 I didn't think it was possible but you're an even worse actor then you are president! #FakePresidentQuote Tweet
The White House 45 Archived
@WhiteHouse45
 ∑ Jun 1, 2020
LIVE: President @realDonaldTrump delivers remarks https://pscp.tv/w/caQqtTFxTFFHVnJ5UkFKRUp8MWpNSmdRa2ttalBLTHgqZF6ujIuwCAawcRSbIp3HHkMM58KP_-1QrgpR2LFy¶",13,7,76
"Stevo
6%",@Stevo1i,2020-06-01T22:55:04.000Z,What do you expect?  City's have been burning to the ground for a week straight.  Peaceful protests are great but They have been turning into riots.  If you cant see that you are out of touch with reality.  Left wing media have radicalized a generation of young people.What do you expect?  City's have been burning to the ground for a week straight.  Peaceful protests are great but They have been turning into riots.  If you cant see that you are out of touch with reality.  Left wing media have radicalized a generation of young people.,79,14,134
LiveFromOrlando,@OrlandoLive203,2020-06-01T23:59:01.000Z,Watch the video dumb fuck! Where are the violent?,1,,89
GOP,@GOP,2020-06-01T23:47:14.000Z,"A truly touching and powerful moment 
 President 
@realDonaldTrump
 walked to the historic St. John's Church which is still standing after being set on fire last night by rioters.
https://twitter.com/TeamTrump/status/1267596277312864256/video/1¶",14.7K,3K,4.5K
Aimee,@GatorTapeGirl,2020-06-01T23:58:52.000Z,Using the US military to tear-gas peaceful citizens exercising their First Amendment right in order to stage a photo app with a Bible he has never read is not a touching moment.,,6,8
Fidelis To Justice,@FidelisToJusti1,2020-06-01T23:59:35.000Z,"What 
@realDonaldTrump
 is threatening if governors don't do what he wants is to emulate Communist China's crackdown on dissent in Hong Kong. Answer me this 
@SenatorCollins
: has Trump learned his lesson yet? The blood of innocent ppl is on ur hands now. U should've voted to convict",2,3,8
OrangesandPeaches,@shavacados,2020-06-01T23:59:25.000Z,He always does. How are they not sure? Also he got a little pep talk from daddy putin todayHe always does. How are they not sure? Also he got a little pep talk from daddy putin today,,1,11
Vance Murphy,@vancemurphy,2020-06-01T23:59:06.000Z,"On November 3rd..
I'll be thinking of Russia, burning cities, impeachment hoaxes, Judge Kavanaugh, Covid-19 and a fake race war. The left is a lie. 
@realDonaldTrump",2,2,13
Frank Mitman,@frankdpi,2020-06-01T23:59:34.000Z,Antichrist we see you.Antichrist we see you.,1,3,22
Secretary ùò∞ùòß ùòµùò©ùò¶ Counterinsurgency,@SniggihNire,2020-06-01T23:58:59.000Z,"As held the Bible up ANTIFA and the MSM cried out & some caught on fire.

""WHAT DO YOU WANT WITH US 
@realDonaldTrump
? HAVE YOU COME HERE TO TORTURE US BEFORE THE APPOINTED TIME?""

""Well I could send you into a herd of pi--""

""WE ARE THE HERD OF PIGS!""

""Oh I see that now.""As held the Bible up ANTIFA and the MSM cried out & some caught on fire.

""WHAT DO YOU WANT WITH US 
@realDonaldTrump
? HAVE YOU COME HERE TO TORTURE US BEFORE THE APPOINTED TIME?""

""Well I could send you into a herd of pi--""

""WE ARE THE HERD OF PIGS!""

""Oh I see that now.""",2,2,2
Tammy Bruce,@HeyTammyBruce,2020-06-01T23:55:24.000Z,"Tonight was a reminder for everyone who gets twisted into a wad over 
@realDonaldTrump
's tweets~~ He's not governing by Twitter. Focus on what he does or you'll be doomed to always  underestimate him.",32,425,1.9K
J. Scott McPhee,@JScottMcPhee,2020-06-01T23:58:44.000Z,They are doomed anyway.  They simply can't believe that Trump is smarter than them.,,,5
Glenn Porter,@thgap,2020-06-01T23:58:57.000Z,"@realDonaldTrump
 ruins all there Headlines@realDonaldTrump
 ruins all there Headlines",1,1,5
Michael Lighty,@mlighty60,2020-06-01T23:58:56.000Z,"Gregg Popovich: The System Has to Change' via 
@thenation
 https://thenation.com/article/society/gregg-popovich-george-floyd-protests/¶ 
A real leader on the extreme failure of 
@realDonaldTrump
, speaking what is in plain view about his racist reign. 
#BlackLivesMatter
 #JusticeForGeorgeFloydGregg Popovich: The System Has to Change'
The legendary San Antonio Spurs coach is past done with Donald Trump's inability to rise to this moment.
thenation.com",,1,3
Izzy,@Isabel_cole08,2020-06-01T23:59:38.000Z,"If you use your eyes, you can see that the world most certainly does not",2,,13
Glock21,@Glock21OpEd,2020-06-01T23:59:11.000Z,"Our Governor seems to really underestimate how much Trump has consolidated power across all three branches of government as an autocratic Unitary Executive.

Who is going to stop him from using the military? House Democrats can't even enforce a subpoena!",1,,10
Sean,@defconvibe,2020-06-01T23:47:27.000Z,"You watched after the fact, dingleberry.  There's more than what your bias blurry eyes ""see"".You watched after the fact, dingleberry.  There's more than what your bias blurry eyes ""see"".",1,,22
Blaze Ready,@BlazeJafo,2020-06-01T23:59:22.000Z,"Show your proof Sean. Guess an honest guy that you are, we just take your word. Thanks for watching out for us.",3,,3
BgMac Vaxxed and still Masked,@bgmacneill,2020-06-01T23:59:55.000Z,"Let no one forget - #BunkerBoy 
@realDonaldTrump
 orchestrated this complete misuse of military and law enforcement resources, souley so he could have his rally moment to feed his ego and a photo op in fron of St John's

He must go. #TrumpOrAmericaQuote Tweet
Joy-Ann Pro-Democracy & Masks Reid
@JoyAnnReid
 ∑ Jun 1, 2020
Don't ever forget this. Carry that outrage with you. This is not what America is supposed to look like. twitter.com/nowthisnews/st¶",,3,10
The Bucky Hippo,@eldespahippo,2020-06-01T23:59:35.000Z,"Reminder 
@realDonaldTrump
 is a modern day nazi. 
He does not care for the American people and he will order the deaths of thousands of them. Do not let his team pull the wool over your eyes with shoddily crafted lies. If your name is not Donald Trump he does not care if you die.",,2,3
Brent Wigen,@bwwigen,2020-06-01T23:59:35.000Z,"Just so we're clear, 
@realDonaldTrump
 had protesters gassed and gooned so he could show off what a good Christian he is?",1,,3
"Last Beacon of Hope
God Bless America",@CovfefeKatie,2020-06-01T18:16:22.000Z,I will be voting to re-elect President Donald J. Trump on November 3rd!I will be voting to re-elect President Donald J. Trump on November 3rd!,1.8K,588,4.9K
Well That's TOO DAMN BAD!,@FiddyEenchDread,2020-06-01T23:59:30.000Z,you must dabble in little girls and boys private parts too katie,1,2,26
Sid MacLeod,@sidmacleod,2020-06-01T23:59:20.000Z,Winning!Winning!,8,,33
V,@d_baum1776,2020-06-01T23:59:14.000Z,"Trump apparently doesn't think the governors can stop him. He said if they don't stop the riots, he will.Trump apparently doesn't think the governors can stop him. He said if they don't stop the riots, he will.",4,1,3
KatWoman92,@katwoman92,2020-06-01T23:59:04.000Z,I'd prefer someone who doesn't tear gas peaceful protesters for a photo op. Wake up!I'd prefer someone who doesn't tear gas peaceful protesters for a photo op. Wake up!,2,2,13
Alexandra,@AlexandraAllDay,2020-06-01T23:59:33.000Z,"I have lost count of how many times my kid has thrown up on me today. Even she's sick of your shit 
@realDonaldTrump",,,5
soy mi subconsciente opinando,@BrandsenCeles,2020-06-01T16:55:40.000Z,HE? yessss,50,28,333
goose,@HombrePipicaca,2020-06-01T23:59:28.000Z,"Both Biden and Trump should be jn jail! Both pedophiles, both rapists.",,,8
Sapphire Jones,@mssapphirejones,2020-06-01T23:58:59.000Z,"In a time of unity, 
@realDonaldTrump
 is dividing... but he will not conquer",,,2
Truthful Ali,@TruthfulAli,2020-06-01T23:59:44.000Z,"If 
@realDonaldTrump
 is not return elected in November 2020. All indications is showing the guy will not handover in peace. 

Dude is exhibiting the real sheet hole...Quote Tweet
OutFrontCNN
@OutFrontCNN
 ∑ Jun 1, 2020
""I reject the notion that the federal government can send troops into the state of Illinois,"" says @GovPritzker, of the President pledging to mobilize the US military in response to protests.

Trump ""has created an incendiary moment here... his rhetoric is inflaming passions.""",,1,1
"Stevo
6%",@Stevo1i,2020-06-01T23:32:00.000Z,No ANTIFA starts riots and some of the protestors join in.No ANTIFA starts riots and some of the protestors join in.,4,,
MoonSledgehammer,@MoonSledgehamme,2020-06-01T23:58:59.000Z,Antifa my ass.  They are PEOPLE!!!!  Angry people who want justice.  What are you not getting?,2,,14
"Daniel Smith, Jr",@danielforpa,2020-06-01T23:33:01.000Z,"Hey 
@realDonaldTrump
, a quick civics lesson!  Insurrection Act of 1807 is ONLY used if STATE leaders ASK for it.  If YOU send military on your own újudgementù, without a Governor's ask, you have broken the law and then become what we all suspected, a Supreme Leader/Dictator.",693,24.7K,58.3K
Dry Humor Me,@DryHumorMe,2020-06-01T23:59:47.000Z,"HEY! HEY!
HO! HO!
TRAITOR TRUMP HAS GOT TO GO!!",1,,4
Polly Yzaguirre,@PollyYzaguirre,2020-06-01T23:59:14.000Z,You made me laugh. Thank you so much. Oh and my nickname for trump is turdman. Got a nice ring to it.,,,2
The White House 45 Archived,@WhiteHouse45,2020-06-01T22:44:05.000Z,"LIVE: President 
@realDonaldTrump
 delivers remarks16:19
4.1M viewers
The White House 45 Archived
@WhiteHouse45
LIVE: President @realDonaldTrump delivers remarks
pscp.tv",19.9K,15K,40.2K
Jason Prickett,@yust,2020-06-01T23:59:37.000Z,"""By far, our greatest days lie ahead.""

So he is admitting that 85% of the way through his first term he did not, in fact, make America great again?",,,2
The White House 45 Archived,@WhiteHouse45,2020-06-01T22:44:05.000Z,"LIVE: President 
@realDonaldTrump
 delivers remarksThe White House
∑
4.1M viewers
0:02 / 16:21
The White House 45 Archived
@WhiteHouse45
LIVE: President @realDonaldTrump delivers remarks
pscp.tv",19.9K,15K,40.2K
GOP,@GOP,2020-07-01T21:11:12.000Z,"úThe greatest asset we have in our military is our men and women, our soldiers, our sailors, all of the people in our military, and I'm here to protect them.ùî
@realDonaldTrump",1.6K,958,2.8K
Michele,@michelefromMA,2020-07-01T23:59:34.000Z,Interesting choice of words calling our troops úassetsù when Russia pays the Taliban bounties for their lives.  #GOPBetrayedAmerica #TREA45ON #TrumpKnewAndDidNothing,,1,2
@JosephVincent,@JosephVincent,2020-07-01T23:46:39.000Z,"Back
Bastards
 @MittRomney
 @SenatorRomney
 All Talk No Action Lindsey úMcCainù 
@LindseyGrahamSC
 Only 5% Against 
@realDonaldTrump
 #SC 2016 Primary @feingold32 
@ThomasPKennedy3
 @ClubSpeaks
 @LouTelanoAndy Ng√¥ and 6 others
Quote Tweet
Bradley Scott
@Hoosiers1986
 ∑ Jul 1, 2020
How can the Republican Party have the White House & the Senate & STILL seem weak?? 

If the party doesn't start fighting like @realDonaldTrump, we can kiss this nation goodbye!!",2,2,5
Ciana,@mygianluca_,2020-07-01T23:59:11.000Z,#TRUMP will get them back in line ... those sorry do-nothing republicans,,1,2
Dr. Susan - In honor of First Lady Dr. Biden.,@SusanC916,2020-07-01T23:56:54.000Z,"What are you talking about now? You read statements at your press conferences too. In fact, your staff cringes when you go off script because they know what mess they'll have to clean up later. You're grasping at straws here but if this is the worst you can say... #Biden2020What are you talking about now? You read statements at your press conferences too. In fact, your staff cringes when you go off script because they know what mess they'll have to clean up later. You're grasping at straws here but if this is the worst you can say... #Biden2020",,1,7
BidenNotMyPresident,@midwest_shuff,2020-07-01T23:58:13.000Z,Look at Becker's Hospital Review.  AdventHealth has broken ties with lab group due to faulty covid testing.  It's all a staged political dem plan to damage Americans and outlet economy. We won't be shut down again. Period.,,1,2
Symbiont,@headOtails,2020-07-01T23:57:58.000Z,"You guys choose lifeless statues over living, breathing human beings while the whole nation is literally in civil unrest because of years of systemic discrimination.

And you talk about cognitive dissonance.

PATHETIC 
@realDonaldTrump
#ComradeTrump
#TrumpDictatorship",,5,5
Robert holgate,@415holgate,2020-07-01T23:57:35.000Z,"Why are you using Hitlers symbol for your 2020 campaign? 
Ah, that's right #TrumpIsAWhiteNationalist   
#TrumpKnewAboutRussianBounty 
#PutinsGOPWhy are you using Hitlers symbol for your 2020 campaign? 
Ah, that's right #TrumpIsAWhiteNationalist   
#TrumpKnewAboutRussianBounty 
#PutinsGOP",,13,17
