Trudeau,class
0.09473846153846151,UP
0.08154708333333333,UP
0.06234834710743801,UP
0.059877966101694935,DOWN
0.059910878661087845,UP
0.04872935779816509,DOWN
0.06979999999999999,UP
0.08784032921810699,UP
-0.028291150442477896,DOWN
-0.010599579831932783,UP
0.04294412955465589,UP
-0.026441626794258353,UP
-0.003897368421052631,DOWN
0.04608083333333333,UP
0.03828678414096916,UP
0.05080731707317074,UP
-0.04932307692307692,DOWN
-0.09682102803738316,UP
-0.0005660465116279004,UP
0.034748717948717936,DOWN
0.0023621739130434832,DOWN
0.0013025316455696333,UP
-0.004085775862068955,UP
0.039520168067226906,DOWN
0.027850630252100828,DOWN
-0.12275267857142849,UP
-0.14343428571428574,DOWN
-0.020053333333333336,UP
-0.051704878048780455,UP
-0.0005063380281689996,DOWN
0.0013245762711864356,UP
0.024819421487603292,DOWN
-0.007806329113924065,UP
0.011664593301435404,UP
0.038694273127753316,DOWN
-0.034257894736842105,DOWN
0.032066375545851525,UP
0.04470121951219512,UP
-0.004192399999999987,DOWN
0.13116913580246917,DOWN
0.042978048780487804,DOWN
0.05605198237885459,DOWN
0.023753271028037384,UP
0.1112793859649122,DOWN
0.14656288209606977,UP
0.053353061224489795,DOWN
0.027901209677419374,DOWN
-0.022876446280991718,DOWN
0.01393434343434344,UP
-0.017403508771929813,DOWN
0.004863596491228053,UP
0.03730555555555557,UP
-0.012047639484978532,UP
0.08373928571428571,DOWN
-0.005230416666666658,UP
0.05329530516431924,UP
-0.008240740740740738,UP
-0.03875396825396823,UP
0.0450093896713615,DOWN
0.06486822429906543,UP
0.03204032258064516,UP
0.0508,UP
0.0497653846153846,UP
0.05366629213483149,UP
0.009477777777777772,DOWN
-0.08351463414634147,DOWN
0.0020718614718614773,UP
0.07787219917012446,DOWN
-0.06600079681274901,UP
0.1617906504065041,UP
0.003935742971887552,DOWN
-0.026523076923076917,UP
0.015255186721991696,UP
0.03550597609561756,UP
0.029169200000000013,DOWN
-0.0026075697211155385,UP
-0.034888211382113815,DOWN
0.009901234567901221,DOWN
0.15575200000000003,UP
0.09589707112970718,UP
0.010260444444444444,DOWN
0.0168201646090535,DOWN
0.04379585062240662,DOWN
0.008413333333333321,UP
-0.020609163346613567,UP
0.008753497942386832,DOWN
0.042472427983539084,DOWN
-0.019525409836065526,DOWN
0.08868257261410788,DOWN
0.07413919999999996,UP
0.00737848605577689,UP
-0.003776339285714286,DOWN
0.007979565217391306,DOWN
0.030963135593220344,DOWN
0.07246772908366529,UP
0.010120717131474067,UP
0.020416334661354583,DOWN
0.03535203252032521,UP
0.16170956175298806,UP
0.1899092105263159,DOWN
0.04866882591093116,DOWN
0.02923333333333333,DOWN
-0.0105331983805668,DOWN
0.024778947368421046,DOWN
0.2330878048780488,DOWN
