Trudeau,class
-0.002442857142857182,DOWN
-0.09361515151515151,DOWN
-0.03637222222222222,UP
-0.17342499999999997,DOWN
0.04701860465116281,UP
0.1549108695652174,DOWN
-0.02776666666666669,DOWN
-0.05911794871794872,UP
-0.07899411764705883,UP
-0.16801200000000002,DOWN
-0.12094687500000002,UP
-0.03608823529411767,UP
0.02892702702702702,UP
-0.031589473684210535,UP
-0.13305263157894734,DOWN
0.07173409090909091,DOWN
0.06439795918367348,UP
-0.06036274509803922,DOWN
-0.168296551724138,DOWN
-0.017166666666666663,DOWN
0.06108545454545454,DOWN
0.0333,UP
-0.07401875000000001,UP
-0.10883720930232557,UP
0.06785,DOWN
-0.05309736842105266,DOWN
-0.09255952380952381,DOWN
-0.21620576923076923,UP
-0.016536842105263162,DOWN
-0.06915106382978722,DOWN
-0.08684166666666666,UP
0.003107499999999996,DOWN
0.02848750000000002,DOWN
-0.015238095238095248,DOWN
-0.07440943396226414,UP
-0.04286136363636364,UP
-0.0044442307692307715,DOWN
-0.06534999999999999,DOWN
0.05443055555555555,UP
-0.09238780487804879,DOWN
0.039571999999999996,DOWN
-0.015562499999999996,DOWN
0.07612045454545453,DOWN
-0.017902222222222222,UP
0.03713478260869565,UP
-0.028132758620689646,UP
0.06229772727272726,UP
0.20716470588235297,DOWN
0.18802363636363637,UP
0.03746938775510205,DOWN
-0.16854523809523808,UP
0.08972745098039214,DOWN
-0.02335957446808511,UP
-0.04731111111111112,DOWN
0.026988636363636354,UP
-0.06030212765957447,UP
-0.07744285714285717,UP
-0.10265882352941177,UP
0.06778055555555557,DOWN
0.05296666666666668,UP
-0.06151904761904762,UP
0.027668749999999995,DOWN
0.017375555555555568,UP
0.01946862745098039,DOWN
-0.10293750000000003,DOWN
0.0494423076923077,DOWN
0.0667431818181818,UP
